case_id,hearing_date,violation_type,decision,amount_due,amount_paid,outstanding
049284892H,2025-11-24,SANITATION VENDOR ENFORCEMENT,UNKNOWN,25,0,25
049319279R,2025-11-24,SANITATION OTHERS,UNKNOWN,75,0,75
049319280Y,2025-11-24,SANITATION OTHERS,UNKNOWN,75,0,75
049317594H,2025-11-24,SANITATION OTHERS,UNKNOWN,50,50,0
049089365M,2025-11-24,SANITATION RECYCLING,UNKNOWN,4000,4000,0
049317597N,2025-11-24,SANITATION OTHERS,UNKNOWN,25,25,0
0220624324,2025-10-14,POLICE DEPARTMENT,UNKNOWN,25,0,25
049317595J,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
048852897N,2025-11-24,DOS - ENFORCEMENT AGENTS,UNKNOWN,100,0,100
049317596L,2025-11-24,SANITATION OTHERS,UNKNOWN,50,50,0
0803593946,2025-10-02,PCS - DOHMH,UNKNOWN,600,0,600
049317592Y,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
039158371M,2025-10-30,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
039158372Y,2025-10-30,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049311635H,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049311634X,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049311636J,2025-11-24,SANITATION OTHERS,UNKNOWN,25,0,25
039158260J,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,250,0,250
049311637L,2025-11-24,SANITATION OTHERS,UNKNOWN,25,0,25
0803593973,2025-10-02,PCS - DOHMH,UNKNOWN,600,0,600
0803593982,2025-10-02,PCS - DOHMH,UNKNOWN,600,0,600
049279852R,2025-11-24,SANITATION OTHERS,UNKNOWN,50,50,0
0803593991,2025-10-02,PCS - DOHMH,UNKNOWN,600,0,600
039158258K,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
0803593937,2025-10-02,PCS - DOHMH,UNKNOWN,300,0,300
0803593964,2025-10-02,PCS - DOHMH,UNKNOWN,1000,0,1000
039158336R,2025-12-11,DEPT. OF BUILDINGS,UNKNOWN,10000,0,10000
0803593661,2025-10-02,PCS - DOHMH,UNKNOWN,1200,0,1200
0803593744,2025-10-02,PCS - DOHMH,UNKNOWN,600,0,600
0803593589,2025-10-02,PCS - DOHMH,UNKNOWN,300,0,300
049317593X,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
0803593506,2025-10-02,PCS - DOHMH,UNKNOWN,2000,0,2000
0803593515,2025-10-02,PCS - DOHMH,UNKNOWN,600,0,600
0803593570,2025-10-02,PCS - DOHMH,UNKNOWN,2000,0,2000
0803593524,2025-10-02,PCS - DOHMH,UNKNOWN,600,0,600
0803593818,2025-10-02,PCS - DOHMH,UNKNOWN,2000,0,2000
FI0037862,,TLC,UNKNOWN,0,0,0
0803593479,2025-10-02,PCS - DOHMH,UNKNOWN,2000,0,2000
0803593488,2025-10-02,PCS - DOHMH,UNKNOWN,300,0,300
FI0037863,,TLC,UNKNOWN,0,0,0
049308901Y,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
0803593497,2025-10-02,PCS - DOHMH,UNKNOWN,1000,0,1000
039158332J,2025-11-05,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
FI0037873,,TLC,UNKNOWN,0,0,0
FI0037872,,TLC,UNKNOWN,0,0,0
FI0037869,,TLC,UNKNOWN,0,0,0
FI0037871,,TLC,UNKNOWN,0,0,0
FI0037874,,TLC,UNKNOWN,0,0,0
039158331H,2025-11-05,DEPT. OF BUILDINGS,UNKNOWN,1600,0,1600
039158334N,2025-11-05,DEPT. OF BUILDINGS,UNKNOWN,500,0,500
FI0037868,,TLC,UNKNOWN,0,0,0
FI0037866,,TLC,UNKNOWN,0,0,0
049279850N,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
FI0037860,,TLC,UNKNOWN,0,0,0
FI0037865,,TLC,UNKNOWN,0,0,0
FI0037861,,TLC,UNKNOWN,0,0,0
049308899Y,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
FI0037864,,TLC,UNKNOWN,0,0,0
039158316J,2025-10-30,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
039158314X,2025-10-30,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
039158317L,2025-10-30,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
FI0037859,,TLC,UNKNOWN,0,0,0
039158315H,2025-10-30,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
FI0037867,,TLC,UNKNOWN,0,0,0
039158310Z,2025-10-31,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
039158319P,2025-11-05,DEPT. OF BUILDINGS,UNKNOWN,2400,0,2400
039158313Y,2025-10-30,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
80082961A,,TLC,UNKNOWN,0,0,0
033063P,,TLC,UNKNOWN,0,0,0
049278446R,2025-11-24,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049308298Z,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049308900M,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
039158256R,2025-10-30,DEPT. OF BUILDINGS,ADMIT IN-VIO,1250,1250,0
039158278H,2025-10-31,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
039158231K,2025-10-31,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
049308297R,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
039158294H,2025-11-05,DEPT. OF BUILDINGS,UNKNOWN,3125,0,3125
039158265Z,2025-11-05,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049317598P,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
039158302Z,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
039158249Z,2025-11-05,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
039158250X,2025-11-05,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
0220480242,2025-10-15,POLICE DEPARTMENT,UNKNOWN,50,0,50
039158223K,2025-11-05,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
039158224M,2025-11-05,DEPT. OF BUILDINGS,UNKNOWN,500,0,500
039158252J,2025-11-05,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049279851P,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
0220480417,2025-10-14,POLICE DEPARTMENT,UNKNOWN,25,0,25
039158309L,2025-10-31,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
80082962A,,TLC,UNKNOWN,0,0,0
049308898M,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
039158254N,2025-11-05,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
0803602250,2025-10-09,PCS - DOHMH,UNKNOWN,300,0,300
0803602260,2025-10-09,PCS - DOHMH,UNKNOWN,300,0,300
012170338M,2025-10-20,FIRE DEPARTMENT OF NYC,UNKNOWN,0,0,0
012170375L,2025-10-21,FIRE DEPARTMENT OF NYC,UNKNOWN,0,0,0
0803602223,2025-10-09,PCS - DOHMH,UNKNOWN,300,0,300
0803602241,2025-10-09,PCS - DOHMH,UNKNOWN,300,0,300
0803602214,2025-10-09,PCS - DOHMH,UNKNOWN,300,0,300
049280191R,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
80082963A,,TLC,UNKNOWN,0,0,0
0611045445,2025-10-08,DEP - BUREAU OF CUST. SERVICE,UNKNOWN,250,0,250
80082964A,,TLC,UNKNOWN,0,0,0
0611045335,2025-10-24,DEP - BUREAU OF CUST. SERVICE,UNKNOWN,350,0,350
80082959A,,TLC,UNKNOWN,0,0,0
049280273K,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049396027J,2025-11-24,SANITATION OTHERS,UNKNOWN,50,50,0
049280193K,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
80082960A,,TLC,UNKNOWN,0,0,0
0611045326,2025-10-24,DEP - BUREAU OF CUST. SERVICE,UNKNOWN,350,0,350
049305583Y,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049305582M,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049281135R,2025-11-24,SANITATION RECYCLING,UNKNOWN,25,0,25
0703991411,2025-12-03,DEPT OF TRANSPORTATION,UNKNOWN,750,0,750
0703991430,2025-12-04,DEPT OF TRANSPORTATION,UNKNOWN,1200,0,1200
73101873A,,TLC,UNKNOWN,0,0,0
049261602Z,2025-11-24,SANITATION OTHERS,UNKNOWN,50,50,0
73161718A,,TLC,UNKNOWN,0,0,0
049302457J,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049281142P,2025-11-24,SANITATION RECYCLING,UNKNOWN,50,0,50
049301019P,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049273173H,2025-11-24,DOS - ENFORCEMENT AGENTS,UNKNOWN,25,0,25
049272554R,2025-11-24,SANITATION OTHERS,UNKNOWN,50,50,0
049298042Z,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049260875J,2025-11-24,SANITATION OTHERS,UNKNOWN,50,50,0
049297864N,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
039158440R,2025-10-31,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
039158437X,2025-10-31,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049257056Z,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049270249L,2025-11-24,SANITATION OTHERS,UNKNOWN,50,50,0
049201903H,2025-11-24,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049201902X,2025-11-24,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,50,0
049201907P,2025-11-24,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049201905L,2025-11-24,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
0279925F1,2025-09-24,UNKNOWN,UNKNOWN,,,0
049199716M,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049213779H,2025-11-24,SANITATION OTHERS,UNKNOWN,50,50,0
0703990861,2025-12-04,DEPT OF TRANSPORTATION,UNKNOWN,1200,0,1200
049201906N,2025-11-24,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,50,0
049180985K,2025-11-24,SANITATION POLICE,UNKNOWN,50,50,0
049196170X,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049187968K,2025-11-24,SANITATION OTHERS,UNKNOWN,50,50,0
049194421M,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049196171H,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049170240R,2026-01-26,SANITATION POLICE,UNKNOWN,50,50,0
049177972Y,2025-11-24,SANITATION OTHERS,UNKNOWN,50,50,0
049201898M,2025-11-24,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049188747L,2025-11-24,SANITATION OTHERS,UNKNOWN,25,0,25
049132900X,2025-11-24,SANITATION OTHERS,UNKNOWN,50,50,0
049188749P,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049191199R,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
0703990660,2025-12-03,DEPT OF TRANSPORTATION,UNKNOWN,750,0,750
012170118K,2025-10-15,FIRE DEPARTMENT OF NYC,UNKNOWN,0,0,0
049187967Z,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
0703990641,2025-12-03,DEPT OF TRANSPORTATION,UNKNOWN,750,0,750
0703990650,2025-12-03,DEPT OF TRANSPORTATION,UNKNOWN,750,0,750
049183583L,2025-11-24,SANITATION OTHERS,UNKNOWN,100,0,100
049183587Z,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049180988X,2025-11-24,SANITATION POLICE,UNKNOWN,50,0,50
049185746X,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049194419N,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049201900M,2025-11-24,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049187966R,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049180983R,2025-11-24,SANITATION POLICE,UNKNOWN,50,0,50
0703990632,2025-12-01,DEPT OF TRANSPORTATION,UNKNOWN,750,750,0
049180986M,2025-11-24,SANITATION POLICE,UNKNOWN,50,50,0
0703990596,2025-12-01,DEPT OF TRANSPORTATION,UNKNOWN,750,750,0
049280194M,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049177974H,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049177973X,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049177971M,2025-11-24,SANITATION OTHERS,UNKNOWN,25,25,0
049177975J,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049177970K,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049177692J,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049177693L,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049177695P,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
0803592947,2025-09-25,PCS - DOHMH,UNKNOWN,300,0,300
049283295P,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049178925X,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
0803592938,2025-09-25,PCS - DOHMH,UNKNOWN,300,0,300
0803592781,2025-09-25,PCS - DOHMH,UNKNOWN,300,0,300
039158438H,2025-10-31,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
0703987635,2025-12-04,DEPT OF TRANSPORTATION,UNKNOWN,250,0,250
039158439J,2025-10-31,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
0803592790,2025-09-25,PCS - DOHMH,UNKNOWN,300,0,300
0803592690,2025-09-25,PCS - DOHMH,UNKNOWN,300,0,300
0803592772,2025-09-25,PCS - DOHMH,UNKNOWN,300,0,300
0803592635,2025-09-25,PCS - DOHMH,UNKNOWN,300,0,300
0803592626,2025-09-25,PCS - DOHMH,UNKNOWN,300,0,300
0803592855,2025-09-25,PCS - DOHMH,UNKNOWN,300,0,300
049172462L,2025-11-24,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049172464P,2025-11-24,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049172465R,2025-11-24,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
0803592599,2025-09-25,PCS - DOHMH,UNKNOWN,600,0,600
049172458Z,2025-11-24,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049180980L,2025-11-24,SANITATION POLICE,UNKNOWN,50,0,50
049172459K,2025-11-24,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
0803592608,2025-09-25,PCS - DOHMH,UNKNOWN,600,0,600
049172461J,2025-11-24,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
0803592864,2025-09-25,PCS - DOHMH,UNKNOWN,1000,0,1000
049172463N,2025-11-24,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,50,0
049172454L,2025-11-24,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
0703987489,2025-12-04,DEPT OF TRANSPORTATION,UNKNOWN,250,0,250
049162474J,2025-11-24,SANITATION OTHERS,UNKNOWN,25,0,25
049170236Y,2026-01-26,SANITATION POLICE,UNKNOWN,50,0,50
049170238H,2026-01-26,SANITATION POLICE,UNKNOWN,50,0,50
049172455N,2025-11-24,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049162473H,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049160744L,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049160745N,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
0611045371,2025-10-15,DEP - BUREAU OF CUST. SERVICE,UNKNOWN,250,0,250
049158697P,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
0703985590,2025-12-01,DEPT OF TRANSPORTATION,UNKNOWN,1200,0,1200
049264543L,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049160743J,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049157360P,2025-11-24,SANITATION OTHERS,UNKNOWN,25,0,25
049157362Z,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049157361R,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049172456P,2025-11-24,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049152549X,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049152550N,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049158696N,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
0220127151,2025-10-14,POLICE DEPARTMENT,UNKNOWN,0,0,0
049286108Y,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049147237K,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049147236Z,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049147720K,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049147721M,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049180981N,2025-11-24,SANITATION POLICE,UNKNOWN,50,0,50
049172457R,2025-11-24,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,50,0
049134086J,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049149087N,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049233360R,2025-11-24,SANITATION OTHERS,UNKNOWN,50,50,0
049143991Y,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
FN0031304,,TLC,UNKNOWN,0,0,0
FN0031303,,TLC,UNKNOWN,0,0,0
049132903L,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
FN0031301,,TLC,UNKNOWN,0,0,0
FN0031302,,TLC,UNKNOWN,0,0,0
FN0031305,,TLC,UNKNOWN,0,0,0
FN0031297,,TLC,UNKNOWN,0,0,0
FN0031298,,TLC,UNKNOWN,0,0,0
FN0031299,,TLC,UNKNOWN,0,0,0
FN0031306,,TLC,UNKNOWN,0,0,0
049132902J,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
FN0031300,,TLC,UNKNOWN,0,0,0
FN0031293,,TLC,UNKNOWN,0,0,0
FN0031294,,TLC,UNKNOWN,0,0,0
049132898X,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
FN0031295,,TLC,UNKNOWN,0,0,0
FN0031307,,TLC,UNKNOWN,0,0,0
FN0031296,,TLC,UNKNOWN,0,0,0
049132899H,2025-11-24,SANITATION OTHERS,UNKNOWN,50,50,0
049122699Y,2025-11-24,SANITATION OTHERS,UNKNOWN,25,0,25
049123180M,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049123181Y,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049123741N,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049124529K,2025-11-24,SANITATION OTHERS,UNKNOWN,25,0,25
049119763M,2025-11-24,SANITATION OTHERS,UNKNOWN,50,50,0
049133362M,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049124530H,2025-11-24,SANITATION OTHERS,UNKNOWN,25,0,25
049119762K,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049119760R,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
FN0031308,,TLC,UNKNOWN,0,0,0
049113043R,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049114661Z,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
032716P,,TLC,UNKNOWN,0,0,0
049113042P,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049109641P,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049113041N,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049092989H,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049119758H,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
0220793798,2025-10-14,POLICE DEPARTMENT,UNKNOWN,25,0,25
032714P,,TLC,UNKNOWN,0,0,0
0221029629,2025-10-14,POLICE DEPARTMENT,UNKNOWN,75,0,75
049088889Z,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049089359X,2025-11-24,SANITATION RECYCLING,UNKNOWN,50,0,50
049092988X,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049085149J,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049085150R,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049080832L,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049133372X,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
FN0031309,,TLC,UNKNOWN,0,0,0
049119759J,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
0220700572,2025-10-14,POLICE DEPARTMENT,UNKNOWN,25,0,25
049053679K,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
014202388R,2025-10-09,FIRE DEPARTMENT OF NYC,NONE,0,0,0
014202414L,2025-10-15,FIRE DEPARTMENT OF NYC,NONE,0,0,0
014202360P,2025-10-09,FIRE DEPARTMENT OF NYC,NONE,0,0,0
0220618907,2025-10-14,POLICE DEPARTMENT,UNKNOWN,25,0,25
0220618916,2025-10-14,POLICE DEPARTMENT,UNKNOWN,25,0,25
014202351N,2025-10-15,FIRE DEPARTMENT OF NYC,NONE,0,0,0
0220587080,2025-10-14,POLICE DEPARTMENT,UNKNOWN,0,0,0
0220588767,2025-10-14,POLICE DEPARTMENT,UNKNOWN,75,0,75
049273172X,2025-11-24,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
0220625379,2025-10-14,POLICE DEPARTMENT,UNKNOWN,25,0,25
049273175L,2025-11-24,DOS - ENFORCEMENT AGENTS,UNKNOWN,50,0,50
049285524Z,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
0803595376,2025-10-01,PCS - DOHMH,UNKNOWN,300,0,300
049272116R,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049272117Z,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
0803595385,2025-10-01,PCS - DOHMH,UNKNOWN,300,0,300
0219728850,2025-10-14,POLICE DEPARTMENT,UNKNOWN,25,0,25
0219745360,2025-10-14,POLICE DEPARTMENT,UNKNOWN,75,0,75
0219745929,2025-10-14,POLICE DEPARTMENT,UNKNOWN,75,0,75
0220257245,2025-10-14,POLICE DEPARTMENT,UNKNOWN,25,0,25
049134085H,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049180982P,2025-11-24,SANITATION POLICE,UNKNOWN,50,0,50
049270247H,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
012170312Y,2025-10-22,FIRE DEPARTMENT OF NYC,UNKNOWN,0,0,0
049012384M,2025-11-24,SANITATION RECYCLING,UNKNOWN,50,50,0
1379624F1,2025-09-24,UNKNOWN,UNKNOWN,,1102,-1102
0216563710,2025-10-14,POLICE DEPARTMENT,UNKNOWN,25,0,25
049012383K,2025-11-24,SANITATION RECYCLING,UNKNOWN,50,0,50
049218282P,2025-11-24,SANITATION OTHERS,UNKNOWN,50,50,0
0221019756,2025-10-14,POLICE DEPARTMENT,UNKNOWN,25,0,25
049026918P,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
0221020169,2025-10-15,POLICE DEPARTMENT,UNKNOWN,25,0,25
0217886314,2025-10-14,POLICE DEPARTMENT,UNKNOWN,25,0,25
0221019628,2025-10-14,POLICE DEPARTMENT,UNKNOWN,25,0,25
0215482511,2025-11-25,PARKS DEPARTMENT,UNKNOWN,50,0,50
0221019646,2025-10-15,POLICE DEPARTMENT,UNKNOWN,25,0,25
049268283M,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
0221019197,2025-10-15,POLICE DEPARTMENT,UNKNOWN,25,0,25
049268284Y,2025-11-24,SANITATION OTHERS,UNKNOWN,25,0,25
049268285X,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
74710636A,,TLC,UNKNOWN,0,0,0
0221019738,2025-10-15,POLICE DEPARTMENT,UNKNOWN,25,0,25
049268286H,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049268282K,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049268289N,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049268278H,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049268279J,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049268280R,2025-11-24,SANITATION OTHERS,UNKNOWN,50,50,0
0221021186,2025-10-14,POLICE DEPARTMENT,UNKNOWN,25,0,25
049268281Z,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
73602435A,,TLC,UNKNOWN,0,0,0
0611045380,2025-10-15,DEP - BUREAU OF CUST. SERVICE,UNKNOWN,250,0,250
73602434A,,TLC,UNKNOWN,0,0,0
049193364K,2025-11-24,SANITATION OTHERS,UNKNOWN,50,50,0
73161717A,,TLC,UNKNOWN,0,0,0
049193365M,2025-11-24,SANITATION OTHERS,UNKNOWN,50,50,0
73161713A,2025-10-22,TLC,UNKNOWN,0,0,0
0703987002,2025-12-03,DEPT OF TRANSPORTATION,UNKNOWN,50,0,50
049266472M,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
0220349306,2025-10-14,POLICE DEPARTMENT,UNKNOWN,0,0,0
049193363Z,2025-11-24,SANITATION OTHERS,UNKNOWN,50,50,0
049266471K,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
73161714A,,TLC,UNKNOWN,0,0,0
0220390749,2025-10-14,POLICE DEPARTMENT,UNKNOWN,25,0,25
0703986975,2025-12-03,DEPT OF TRANSPORTATION,UNKNOWN,1800,0,1800
73161716A,,TLC,UNKNOWN,0,0,0
73101872A,,TLC,UNKNOWN,0,0,0
73161715A,,TLC,UNKNOWN,0,0,0
73071136A,,TLC,UNKNOWN,0,0,0
73101867A,,TLC,UNKNOWN,0,0,0
049264534J,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
049264529P,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
73101868A,,TLC,UNKNOWN,0,0,0
049012381R,2025-11-24,SANITATION RECYCLING,UNKNOWN,50,0,50
049012380P,2025-11-24,SANITATION RECYCLING,UNKNOWN,50,0,50
73101870A,,TLC,UNKNOWN,0,0,0
0213453498,2025-11-07,PARKS DEPARTMENT,UNKNOWN,50,0,50
73071133A,,TLC,UNKNOWN,0,0,0
049012379H,2025-11-24,SANITATION RECYCLING,UNKNOWN,50,0,50
0221013358,2025-10-14,POLICE DEPARTMENT,UNKNOWN,25,0,25
049012378X,2025-11-24,SANITATION RECYCLING,UNKNOWN,50,0,50
049012377Y,2025-11-24,SANITATION RECYCLING,UNKNOWN,50,0,50
0213422258,2026-01-22,PARKS DEPARTMENT,UNKNOWN,50,0,50
049012376M,2025-11-24,SANITATION RECYCLING,UNKNOWN,50,0,50
73071135A,,TLC,UNKNOWN,0,0,0
0220394332,2025-10-14,POLICE DEPARTMENT,UNKNOWN,25,0,25
048971077J,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
048970781Z,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
048970782K,2025-11-24,SANITATION OTHERS,UNKNOWN,50,50,0
048970780R,2025-11-24,SANITATION OTHERS,UNKNOWN,50,0,50
0221008581,2025-10-14,POLICE DEPARTMENT,UNKNOWN,25,0,25
73101871A,,TLC,UNKNOWN,0,0,0
0221008590,2025-10-14,POLICE DEPARTMENT,UNKNOWN,25,0,25
0220344659,2025-10-15,POLICE DEPARTMENT,UNKNOWN,0,0,0
